Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0), Azi_(a-app), Elev_(a-app), L_Ap_Sid_Time, L_Ap_Hour_Ang,
***********************************************************************************************************************
$$SOE
2456251.291666667, ,m, 71.55554, 21.53169,  59.1406,  7.8161,  0.3758415116,  -4.408000146,
2456251.333333333, ,m, 71.54978, 21.53111,  49.6659, 18.3429,  1.3785793931,  -3.404879522,
2456251.375000000, ,m, 71.54399, 21.53053,  38.0037, 27.3204,  2.3813172732,  -2.401756538,
2456251.416666667, ,m, 71.53817, 21.52994,  23.6765, 33.9788,  3.3840551519,  -1.398631606,
2456251.458333333, , , 71.53234, 21.52934,   6.9520, 37.4173,  4.3867930293,  -0.395505262,
2456251.500000000, , , 71.52650, 21.52872, 349.3693, 36.9998,  5.3895309052,   0.607621873,
2456251.541666667, , , 71.52066, 21.52809, 333.0664, 32.8111,  6.3922687799,   1.610749134,
2456251.583333333,A, , 71.51484, 21.52745, 319.3158, 25.5885,  7.3950066532,   2.613875859,
2456251.625000000,C, , 71.50904, 21.52680, 308.1665, 16.2276,  8.3977445252,   3.617001433,
2456251.666666667,*, , 71.50327, 21.52614, 299.0703,  5.4496,  9.4004823959,   4.620125328,
2456251.708333333,*, , 71.49753, 21.52547, 291.3888, -6.2514, 10.4032202654,   5.623247146,
2456251.750000000,*, , 71.49183, 21.52480, 284.5491,-18.5514, 11.4059581336,   6.626366638,
2456251.791666667,*, , 71.48616, 21.52414, 278.0067,-31.2296, 12.4086960006,   7.629483727,
2456251.833333333,*, , 71.48052, 21.52348, 271.0803,-44.1147, 13.4114338663,   8.632598511,
2456251.875000000,*, , 71.47491, 21.52282, 262.4721,-57.0199, 14.4141717309,   9.635711254,
2456251.916666667,*, , 71.46932, 21.52218, 248.2240,-69.5481, 15.4169095944,  10.638822372,
2456251.958333333,*,m, 71.46374, 21.52155, 208.9482,-79.6372, 16.4196474567,  11.641932413,
2456252.000000000,*,m, 71.45817, 21.52093, 134.3353,-77.3755, 17.4223853178, -11.354957940,
2456252.041666667,*,m, 71.45258, 21.52033, 106.5991,-66.0512, 18.4251231779, -10.351848164,
2456252.083333333,*,m, 71.44698, 21.51973,  94.7633,-53.3396, 19.4278610369,  -9.348737520,
2456252.125000000,*,m, 71.44135, 21.51915,  86.8495,-40.4153, 20.4305988949,  -8.345625394,
2456252.166666667,*,m, 71.43568, 21.51857,  80.1235,-27.5720, 21.4333367518,  -7.342511269,
2456252.208333333,*,m, 71.42998, 21.51800,  73.5553,-14.9825, 22.4360746078,  -6.339394749,
2456252.250000000,N,m, 71.42424, 21.51742,  66.5303, -2.8268, 23.4388124627,  -5.336275595,
2456252.291666667, ,m, 71.41846, 21.51685,  58.5064,  8.6508,  0.4415503167,  -4.333153737,
2456252.333333333, ,m, 71.41264, 21.51627,  48.8898, 19.0849,  1.4442881697,  -3.330029279,
2456252.375000000, ,m, 71.40679, 21.51568,  37.0389, 27.9204,  2.4470260219,  -2.326902494,
2456252.416666667, ,m, 71.40092, 21.51508,  22.5063, 34.3711,  3.4497638731,  -1.323773806,
2456252.458333333, , , 71.39503, 21.51446,   5.6445, 37.5379,  4.4525017235,  -0.320643757,
2456252.500000000, , , 71.38914, 21.51384, 348.0811, 36.8255,  5.4552395730,   0.682487028,
2456252.541666667, , , 71.38325, 21.51320, 331.9377, 32.3786,  6.4579774217,   1.685617881,
2456252.583333333,A, , 71.37737, 21.51254, 318.3888, 24.9649,  7.4607152696,   2.688748142,
2456252.625000000,C, , 71.37152, 21.51188, 307.4136, 15.4746,  8.4634531168,   3.691877200,
2456252.666666667,*, , 71.36570, 21.51121, 298.4436,  4.6118,  9.4661909632,   4.695004536,
2456252.708333333,*, , 71.35991, 21.51054, 290.8430, -7.1447, 10.4689288088,   5.698129762,
2456252.750000000,*, , 71.35415, 21.50986, 284.0435,-19.4806, 11.4716666538,   6.701252641,
2456252.791666667,*, , 71.34843, 21.50919, 277.4974,-32.1805, 12.4744044980,   7.704373109,
2456252.833333333,*, , 71.34275, 21.50852, 270.5003,-45.0747, 13.4771423417,   8.707491275,
2456252.875000000,*, , 71.33709, 21.50786, 261.6638,-57.9705, 14.4798801846,   9.710607416,
2456252.916666667,*, , 71.33145, 21.50721, 246.5943,-70.4321, 15.4826180270,  10.713721957,
2456252.958333333,*, , 71.32582, 21.50657, 203.5015,-80.0509, 16.4853558688,  11.716835461,
2456253.000000000,*,m, 71.32019, 21.50594, 130.9677,-76.6540, 17.4880937100, -11.280051403,
2456253.041666667,*,m, 71.31455, 21.50533, 105.4691,-65.1160, 18.4908315507, -10.276938095,
2456253.083333333,*,m, 71.30889, 21.50473,  94.1132,-52.3707, 19.4935693908,  -9.273823883,
2456253.125000000,*,m, 71.30320, 21.50414,  86.3412,-39.4452, 20.4963072304,  -8.270708160,
2456253.166666667,*,m, 71.29749, 21.50355,  79.6513,-26.6148, 21.4990450696,  -7.267590415,
2456253.208333333,*,m, 71.29173, 21.50297,  73.0666,-14.0501, 22.5017829083,  -6.264470266,
2456253.250000000,N,m, 71.28593, 21.50239,  65.9849, -1.9344, 23.5045207466,  -5.261347487,
2456253.291666667, ,m, 71.28010, 21.50180,  57.8628,  9.4811,  0.5072585845,  -4.258222019,
2456253.333333333, ,m, 71.27423, 21.50121,  48.1003, 19.8193,  1.5099964220,  -3.255093982,
2456253.375000000, ,m, 71.26833, 21.50061,  36.0574, 28.5083,  2.5127342592,  -2.251963662,
2456253.416666667, ,m, 71.26240, 21.50000,  21.3207, 34.7458,  3.5154720960,  -1.248831492,
2456253.458333333, ,m, 71.25646, 21.49938,   4.3306, 37.6367,  4.5182099325,  -0.245698023,
2456253.500000000, , , 71.25052, 21.49874, 346.7992, 36.6299,  5.5209477687,   0.757436115,
2456253.541666667, , , 71.24458, 21.49809, 330.8222, 31.9291,  6.5236856047,   1.760570253,
2456253.583333333,A, , 71.23866, 21.49743, 317.4750, 24.3290,  7.5264234404,   2.763703732,
2456253.625000000,C, , 71.23276, 21.49676, 306.6707, 14.7132,  8.5291612759,   3.766835947,
2456253.666666667,*, , 71.22689, 21.49608, 297.8236,  3.7680,  9.5318991112,   4.769966389,
2456253.708333333,*, , 71.22105, 21.49540, 290.3008, -8.0423, 10.5346369463,   5.773094679,
2456253.750000000,*, , 71.21526, 21.49472, 283.5383,-20.4128, 11.5373747813,   6.776220594,
2456253.791666667,*, , 71.20949, 21.49403, 276.9847,-33.1336, 12.5401126161,   7.779344083,
2456253.833333333,*, , 71.20376, 21.49336, 269.9095,-46.0358, 13.5428504509,   8.782465270,
2456253.875000000,*, , 71.19805, 21.49269, 260.8234,-58.9199, 14.5455882855,   9.785584446,
2456253.916666667,*, , 71.19236, 21.49203, 244.8348,-71.3054, 15.5483261201,  10.788702044,
2456253.958333333,*, , 71.18669, 21.49139, 197.6479,-80.3769, 16.5510639547,  11.791818644,
2456254.000000000,*,m, 71.18101, 21.49075, 127.9226,-75.8966, 17.5538017892, -11.205065096,
2456254.041666667,*,m, 71.17532, 21.49013, 104.3999,-64.1749, 18.5565396237, -10.201948619,
2456254.083333333,*,m, 71.16962, 21.48952,  93.4794,-51.4000, 19.5592774582,  -9.198831196,
2456254.125000000,*,m, 71.16388, 21.48892,  85.8377,-38.4746, 20.5620152928,  -8.195712228,
2456254.166666667,*,m, 71.15812, 21.48833,  79.1790,-25.6578, 21.5647531275,  -7.192591211,
2456254.208333333,*,m, 71.15231, 21.48774,  72.5745,-13.1190, 22.5674909622,  -6.189467772,
2456254.250000000,N,m, 71.14647, 21.48715,  65.4332, -1.0447, 23.5702287970,  -5.186341697,
2456254.291666667, ,m, 71.14058, 21.48656,  57.2093, 10.3066,  0.5729666320,  -4.183212941,
2456254.333333333, ,m, 71.13466, 21.48596,  47.2972, 20.5457,  1.5757044671,  -3.180081636,
2456254.375000000, ,m, 71.12871, 21.48535,  35.0592, 29.0835,  2.5784423023,  -2.176948080,
2456254.416666667, ,m, 71.12274, 21.48473,  20.1201, 35.1023,  3.5811801378,  -1.173812715,
2456254.458333333, ,m, 71.11676, 21.48410,   3.0113, 37.7138,  4.5839179735,  -0.170676102,
2456254.500000000, ,m, 71.11077, 21.48345, 345.5244, 36.4133,  5.5866558093,   0.832461126,
2456254.541666667, , , 71.10478, 21.48280, 329.7203, 31.4627,  6.5893936455,   1.835598296,
2456254.583333333,A, , 71.09882, 21.48213, 316.5744, 23.6812,  7.5921314819,   2.838734753,
2456254.625000000,C, , 71.09287, 21.48145, 305.9377, 13.9435,  8.5948693186,   3.841869897,
2456254.666666667,*, , 71.08696, 21.48076, 297.2100,  2.9186,  9.5976071556,   4.845003224,
2456254.708333333,*, , 71.08108, 21.48007, 289.7619, -8.9438, 10.6003449929,   5.848134368,
2456254.750000000,*, , 71.07524, 21.47938, 283.0335,-21.3479, 11.6030828306,   6.851263116,
2456254.791666667,*, , 71.06943, 21.47869, 276.4682,-34.0886, 12.6058206686,   7.854389431,
2456254.833333333,*, , 71.06366, 21.47800, 269.3071,-46.9977, 13.6085585071,   8.857513447,
2456254.875000000,*, , 71.05791, 21.47733, 259.9478,-59.8678, 14.6112963459,   9.860635467,
2456254.916666667,*, , 71.05218, 21.47666, 242.9284,-72.1660, 15.6140341852,  10.863755934,
2456254.958333333,*, , 71.04646, 21.47601, 191.4562,-80.6056, 16.6167720250,  11.866875442,
2456255.000000000,*, , 71.04074, 21.47537, 125.1635,-75.1086, 17.6195098652, -11.130005369,
2456255.041666667,*,m, 71.03500, 21.47474, 103.3852,-63.2285, 18.6222477059, -10.126885920,
2456255.083333333,*,m, 71.02925, 21.47413,  92.8605,-50.4276, 19.6249855472,  -9.123765492,
2456255.125000000,*,m, 71.02347, 21.47352,  85.3384,-37.5035, 20.6277233889,  -8.120643493,
2456255.166666667,*,m, 71.01766, 21.47292,  78.7062,-24.7013, 21.6304612312,  -7.117519426,
2456255.208333333,*,m, 71.01181, 21.47232,  72.0790,-12.1894, 22.6331990741,  -6.114392932,
2456255.250000000,N,m, 71.00592, 21.47172,  64.8749, -0.1579, 23.6359369176,  -5.111263808,
2456255.291666667, ,m, 70.99999, 21.47112,  56.5459, 11.1272,  0.6386747617,  -4.108132022,
2456255.333333333, ,m, 70.99403, 21.47052,  46.4801, 21.2638,  1.6414126065,  -3.104997720,
2456255.375000000, ,m, 70.98803, 21.46990,  34.0443, 29.6457,  2.6441504518,  -2.101861210,
2456255.416666667, ,m, 70.98202, 21.46927,  18.9049, 35.4403,  3.6468882979,  -1.098722947,
2456255.458333333, ,m, 70.97599, 21.46863,   1.6877, 37.7688,  4.6496261446,  -0.095583495,
2456255.500000000, ,m, 70.96996, 21.46798, 344.2578, 36.1757,  5.6523639920,   0.907556504,
2456255.541666667, , , 70.96394, 21.46731, 328.6322, 30.9800,  6.6551018401,   1.910696381,
2456255.583333333,A, , 70.95793, 21.46663, 315.6867, 23.0218,  7.6578396890,   2.913835482,
2456255.625000000,C, , 70.95195, 21.46594, 305.2145, 13.1660,  8.6605775385,   3.916973213,
2456255.666666667,*, , 70.94600, 21.46525, 296.6027,  2.0636,  9.6633153889,   4.920109082,
2456255.708333333,*, , 70.94008, 21.46455, 289.2263, -9.8493, 10.6660532400,   5.923242731,
2456255.750000000,*, , 70.93420, 21.46385, 282.5288,-22.2858, 11.6687910919,   6.926373963,
2456255.791666667,*, , 70.92836, 21.46315, 275.9476,-35.0454, 12.6715289446,   7.929502754,
2456255.833333333,*, , 70.92255, 21.46246, 268.6920,-47.9602, 13.6742667980,   8.932629251,
2456255.875000000,*, , 70.91676, 21.46178, 259.0337,-60.8138, 14.6770046524,   9.935753771,
2456255.916666667,*, , 70.91099, 21.46111, 240.8554,-73.0116, 15.6797425075,  10.938876766,
2456255.958333333,*, , 70.90523, 21.46045, 185.0316,-80.7294, 16.6824803635,  11.941998849,
2456256.000000000,*, , 70.89947, 21.45981, 122.6566,-74.2946, 17.6852182203, -11.054879363,
2456256.041666667,*, , 70.89370, 21.45917, 102.4197,-62.2775, 18.6879560780, -10.051757264,
2456256.083333333,*,m, 70.88791, 21.45855,  92.2554,-49.4539, 19.6906939366,  -9.048634146,
2456256.125000000,*,m, 70.88209, 21.45793,  84.8429,-36.5322, 20.6934317961,  -8.045509421,
2456256.166666667,*,m, 70.87623, 21.45733,  78.2329,-23.7454, 21.6961696565,  -7.042382605,
2456256.208333333,*,m, 70.87034, 21.45672,  71.5797,-11.2614, 22.6989075178,  -6.039253346,
2456256.250000000,N,m, 70.86441, 21.45612,  64.3099,  0.7258, 23.7016453800,  -5.036121454,
2456256.291666667, ,m, 70.85844, 21.45551,  55.8721, 11.9424,  0.7043832431,  -4.032986914,
2456256.333333333, ,m, 70.85243, 21.45489,  45.6488, 21.9732,  1.7071211071,  -3.029849883,
2456256.375000000, ,m, 70.84640, 21.45427,  33.0126, 30.1943,  2.7098589721,  -2.026710682,
2456256.416666667, ,m, 70.84034, 21.45363,  17.6758, 35.7592,  3.7125968381,  -1.023569776,
2456256.458333333, ,m, 70.83428, 21.45298,   0.3609, 37.8016,  4.7153347050,  -0.020427738,
2456256.500000000, ,m, 70.82821, 21.45232, 343.0001, 35.9175,  5.7180725729,   0.982714786,
2456256.541666667, ,m, 70.82215, 21.45165, 327.5583, 30.4813,  6.7208104418,   1.985857126,
2456256.583333333,A, , 70.81611, 21.45096, 314.8121, 22.3513,  7.7235483116,   2.988998628,
2456256.625000000,C, , 70.81009, 21.45027, 304.5009, 12.3807,  8.7262861824,   3.992138704,
2456256.666666667,*, , 70.80411, 21.44956, 296.0016,  1.2034,  9.7290240543,   4.995276870,
2456256.708333333,*, , 70.79816, 21.44886, 288.6937,-10.7584, 10.7317619272,   5.998412779,
2456256.750000000,*, , 70.79225, 21.44815, 282.0240,-23.2263, 11.7344998010,   7.001546245,
2456256.791666667,*, , 70.78637, 21.44745, 275.4226,-36.0039, 12.7372376759,   8.004677257,
2456256.833333333,*, , 70.78052, 21.44675, 268.0633,-48.9233, 13.7399755518,   9.007805975,
2456256.875000000,*, , 70.77470, 21.44606, 258.0771,-61.7573, 14.7427134288,  10.010932726,
2456256.916666667,*, , 70.76890, 21.44539, 238.5935,-73.8395, 15.7454513068,  11.014057973,
2456256.958333333,*, , 70.76311, 21.44472, 178.5087,-80.7438, 16.7481891858, -11.982817657,
2456257.000000000,*, , 70.75731, 21.44407, 120.3715,-73.4584, 17.7509270659, -10.979693569,
2456257.041666667,*, , 70.75150, 21.44343, 101.4986,-61.3223, 18.7536649470,  -9.976569129,
2456257.083333333,*, , 70.74568, 21.44280,  91.6631,-48.4789, 19.7564028292,  -8.973443641,
2456257.125000000,*,m, 70.73982, 21.44218,  84.3509,-35.5608, 20.7591407124,  -7.970316525,
2456257.166666667,*,m, 70.73393, 21.44156,  77.7587,-22.7903, 21.7618785967,  -6.967187303,
2456257.208333333,*,m, 70.72800, 21.44095,  71.0766,-10.3353, 22.7646164821,  -5.964055636,
2456257.250000000,N,m, 70.72203, 21.44034,  63.7379,  1.6063, 23.7673543686,  -4.960921345,
2456257.291666667, ,m, 70.71603, 21.43973,  55.1879, 12.7519,  0.7700922561,  -3.957784427,
2456257.333333333, ,m, 70.70999, 21.43910,  44.8031, 22.6734,  1.7728301447,  -2.954645052,
2456257.375000000, ,m, 70.70392, 21.43847,  31.9642, 30.7287,  2.7755680344,  -1.951503552,
2456257.416666667, ,m, 70.69783, 21.43783,  16.4333, 36.0587,  3.7783059251,  -0.948360401,
2456257.458333333, ,m, 70.69173, 21.43717, 359.0319, 37.8121,  4.7810438169,   0.054783822,
2456257.500000000, ,m, 70.68563, 21.43650, 341.7521, 35.6388,  5.7837817098,   1.057928469,
2456257.541666667, ,m, 70.67954, 21.43582, 326.4988, 29.9670,  6.7865196038,   2.061072869,
2456257.583333333,A, , 70.67347, 21.43513, 313.9503, 21.6698,  7.7892574989,   3.064216373,
2456257.625000000,C, , 70.66743, 21.43442, 303.7966, 11.5881,  8.7919953951,   4.067358401,
2456257.666666667,*, , 70.66142, 21.43371, 295.4065,  0.3381,  9.7947332923,   5.070498477,
2456257.708333333,*, , 70.65544, 21.43300, 288.1641,-11.6711, 10.7974711906,   6.073636267,
2456257.750000000,*, , 70.64950, 21.43229, 281.5189,-24.1692, 11.8002090901,   7.076771598,
2456257.791666667,*, , 70.64359, 21.43158, 274.8926,-36.9639, 12.8029469906,   8.079904473,
2456257.833333333,*, , 70.63772, 21.43088, 267.4199,-49.8866, 13.8056848921,   9.083035066,
2456257.875000000,*, , 70.63187, 21.43018, 257.0739,-62.6980, 14.8084227948,  10.086163714,
2456257.916666667,*, , 70.62604, 21.42950, 236.1172,-74.6466, 15.8111606986,  11.089290892,
2456257.958333333,*, , 70.62021, 21.42883, 172.0353,-80.6480, 16.8138986034, -11.907582759,
2456258.000000000,*, , 70.61438, 21.42817, 118.2810,-72.6032, 17.8166365093, -10.904456665,
2456258.041666667,*, , 70.60855, 21.42753, 100.6178,-60.3635, 18.8193744163,  -9.901330166,
2456258.083333333,*, , 70.60269, 21.42689,  91.0824,-47.5029, 19.8221123244,  -8.898202581,
2456258.125000000,*, , 70.59680, 21.42627,  83.8619,-34.5895, 20.8248502335,  -7.895073333,
2456258.166666667,*,m, 70.59088, 21.42565,  77.2835,-21.8362, 21.8275881437,  -6.891941957,
2456258.208333333,*,m, 70.58491, 21.42503,  70.5694, -9.4111, 22.8303260550,  -5.888808124,
2456258.250000000,N,m, 70.57891, 21.42441,  63.1588,  2.4831, 23.8330639673,  -4.885671670,
2456258.291666667, ,m, 70.57288, 21.42379,  54.4929, 13.5556,  0.8358018807,  -3.882532605,
2456258.333333333, ,m, 70.56681, 21.42316,  43.9428, 23.3641,  1.8385397951,  -2.879391113,
2456258.375000000, ,m, 70.56071, 21.42252,  30.8990, 31.2486,  2.8412777107,  -1.876247539,
2456258.416666667, ,m, 70.55459, 21.42187,  15.1781, 36.3384,  3.8440156272,  -0.873102365,
2456258.458333333, ,m, 70.54846, 21.42121, 357.7020, 37.8002,  4.8467535448,   0.130043820,
2456258.500000000, ,m, 70.54234, 21.42053, 340.5148, 35.3401,  5.8494914635,   1.133190365,
2456258.541666667, ,m, 70.53622, 21.41984, 325.4538, 29.4375,  6.8522293831,   2.136336597,
2456258.583333333,A,m, 70.53012, 21.41914, 313.1012, 20.9778,  7.8549673038,   3.139481871,
2456258.625000000,C, , 70.52405, 21.41843, 303.1016, 10.7884,  8.8577052255,   4.142625611,
2456258.666666667,*, , 70.51801, 21.41771, 294.8171, -0.5321,  9.8604431482,   5.145767353,
2456258.708333333,*, , 70.51201, 21.41699, 287.6372,-12.5872, 10.8631810720,   6.148906772,
2456258.750000000,*, , 70.50605, 21.41628, 281.0133,-25.1144, 11.8659189967,   7.152043708,
2456258.791666667,*, , 70.50012, 21.41556, 274.3574,-37.9252, 12.8686569225,   8.155178177,
2456258.833333333,*, , 70.49422, 21.41485, 266.7607,-50.8498, 13.8713948492,   9.158310366,
2456258.875000000,*, , 70.48835, 21.41415, 256.0190,-63.6350, 14.8741327769,  10.161440623,
2456258.916666667,*, , 70.48249, 21.41347, 233.3978,-75.4291, 15.8768707056,  11.164569434,
2456258.958333333,*, , 70.47664, 21.41279, 165.7523,-80.4451, 16.8796086353, -11.832302547,
2456259.000000000,*, , 70.47079, 21.41213, 116.3615,-71.7316, 17.8823465659, -10.829174763,
2456259.041666667,*, , 70.46492, 21.41148,  99.7734,-59.4014, 18.8850844975,  -9.826046534,
2456259.083333333,*, , 70.45904, 21.41084,  90.5125,-46.5261, 19.8878224300,  -8.822917186,
2456259.125000000,*, , 70.45312, 21.41021,  83.3757,-33.6184, 20.8905603635,  -7.819786150,
2456259.166666667,*, , 70.44717, 21.40958,  76.8070,-20.8831, 21.8932982980,  -6.816652970,
2456259.208333333,*,m, 70.44118, 21.40896,  70.0579, -8.4891, 22.8960362333,  -5.813517327,
2456259.250000000,N,m, 70.43515, 21.40833,  62.5724,  3.3562, 23.8987741696,  -4.810379069,
2456259.291666667, ,m, 70.42909, 21.40771,  53.7868, 14.3530,  0.9015121067,  -3.807238219,
2456259.333333333, ,m, 70.42299, 21.40707,  43.0677, 24.0448,  1.9042500448,  -2.804094973,
2456259.375000000, ,m, 70.41687, 21.40642,  29.8173, 31.7535,  2.9069879838,  -1.800949686,
2456259.416666667, ,m, 70.41073, 21.40577,  13.9110, 36.5977,  3.9097259236,  -0.797802850,
2456259.458333333, ,m, 70.40458, 21.40510, 356.3723, 37.7659,  4.9124638643,   0.205344941,
2456259.500000000, ,m, 70.39843, 21.40441, 339.2887, 35.0215,  5.9152018059,   1.208493033,
2456259.541666667, ,m, 70.39229, 21.40372, 324.4234, 28.8931,  6.9179397483,   2.211640755,
2456259.583333333,A,m, 70.38617, 21.40301, 312.2648, 20.2757,  7.9206776915,   3.214787464,
2456259.625000000,C,m, 70.38008, 21.40229, 302.4156,  9.9818,  8.9234156356,   4.217932594,
2456259.666666667,*, , 70.37402, 21.40157, 294.2334, -1.4069,  9.9261535805,   5.221075687,
2456259.708333333,*, , 70.36800, 21.40085, 287.1128,-13.5065, 10.9288915262,   6.224216433,
2456259.750000000,*, , 70.36202, 21.40012, 280.5069,-26.0618, 11.9316294727,   7.227354683,
2456259.791666667,*, , 70.35607, 21.39940, 273.8163,-38.8876, 12.9343674200,   8.230490465,
2456259.833333333,*, , 70.35015, 21.39869, 266.0842,-51.8129, 13.9371053680,   9.233623981,
2456259.875000000,*, , 70.34425, 21.39799, 254.9071,-64.5680, 14.9398433168,  10.236755589,
2456259.916666667,*, , 70.33838, 21.39729, 230.4038,-76.1826, 15.9425812663,  11.239885783,
2456259.958333333,*, , 70.33250, 21.39661, 159.7761,-80.1416, 16.9453192166, -11.756984771,
2456260.000000000,*, , 70.32663, 21.39595, 114.5924,-70.8459, 17.9480571675, -10.753855533,
2456260.041666667,*, , 70.32074, 21.39529,  98.9622,-58.4365, 18.9507951192,  -9.750725803,
2456260.083333333,*, , 70.31483, 21.39465,  89.9525,-45.5487, 19.9535330715,  -8.747594920,
2456260.125000000,*, , 70.30889, 21.39401,  82.8918,-32.6476, 20.9562710245,  -7.744462323,
2456260.166666667,*, , 70.30292, 21.39338,  76.3291,-19.9313, 21.9590089782,  -6.741327565,
2456260.208333333,*, , 70.29691, 21.39275,  69.5420, -7.5695, 22.9617469325,  -5.738190341,
2456260.250000000,N,m, 70.29086, 21.39212,  61.9783,  4.2253, 23.9644848874,  -4.735050512,
2456260.291666667, ,m, 70.28477, 21.39149,  53.0695, 15.1439,  0.9672228430,  -3.731908115,
2456260.333333333, ,m, 70.27865, 21.39085,  42.1775, 24.7151,  1.9699607991,  -2.728763360,
2456260.375000000, ,m, 70.27251, 21.39020,  28.7190, 32.2427,  2.9726987558,  -1.725616613,
2456260.416666667, ,m, 70.26634, 21.38953,  12.6327, 36.8364,  3.9754367131,  -0.722468375,
2456260.458333333, ,m, 70.26017, 21.38886, 355.0438, 37.7092,  4.9781746709,   0.280680752,
2456260.500000000, ,m, 70.25401, 21.38817, 338.0746, 34.6835,  5.9809126293,   1.283830112,
2456260.541666667, ,m, 70.24785, 21.38746, 323.4078, 28.3344,  6.9836505882,   2.286979033,
2456260.583333333,A,m, 70.24172, 21.38675, 311.4408, 19.5637,  7.9863885476,   3.290126878,
2456260.625000000,C,m, 70.23561, 21.38603, 301.7385,  9.1686,  8.9891265075,   4.293273086,
2456260.666666667,*, , 70.22954, 21.38530, 293.6552, -2.2862,  9.9918644678,   5.296417211,
2456260.708333333,*, , 70.22350, 21.38457, 286.5908,-14.4287, 10.9946024286,   6.299558953,
2456260.750000000,*, , 70.21750, 21.38384, 279.9995,-27.0111, 11.9973403899,   7.302698180,
2456260.791666667,*, , 70.21154, 21.38312, 273.2690,-39.8511, 13.0000783516,   8.305834931,
2456260.833333333,*, , 70.20560, 21.38240, 265.3891,-52.7755, 14.0028163137,   9.308969422,
2456260.875000000,*, , 70.19969, 21.38169, 253.7318,-65.4960, 15.0055542762,  10.312102022,
2456260.916666667,*, , 70.19380, 21.38100, 227.1011,-76.9017, 16.0082922391,  11.315233237,
2456260.958333333,*, , 70.18791, 21.38031, 154.1876,-79.7463, 17.0110302024, -11.681636257,
2456261.000000000,*, , 70.18202, 21.37964, 112.9558,-69.9481, 18.0137681660, -10.678505931,
2456261.041666667,*, , 70.17612, 21.37898,  98.1812,-57.4692, 19.0165061299,  -9.675375068,
2456261.083333333,*, , 70.17019, 21.37834,  89.4016,-44.5709, 20.0192440942,  -8.672243018,
2456261.125000000,*, , 70.16423, 21.37770,  82.4100,-31.6775, 21.0219820588,  -7.669109225,
2456261.166666667,*, , 70.15824, 21.37706,  75.8495,-18.9810, 22.0247200237,  -6.665973250,
2456261.208333333,*, , 70.15221, 21.37643,  69.0215, -6.6525, 23.0274579888,  -5.662834802,
2456261.250000000,N, , 70.14614, 21.37579,  61.3764,  5.0901,  0.0301959542,  -4.659693752,
2456261.291666667, ,m, 70.14004, 21.37515,  52.3406, 15.9279,  1.0329339199,  -3.656550151,
2456261.333333333, ,m, 70.13390, 21.37451,  41.2720, 25.3746,  2.0356718858,  -2.653404219,
2456261.375000000, ,m, 70.12774, 21.37385,  27.6045, 32.7159,  3.0384098519,  -1.650256335,
2456261.416666667, ,m, 70.12156, 21.37318,  11.3442, 37.0541,  4.0411478182,  -0.647107009,
2456261.458333333, ,m, 70.11537, 21.37250, 353.7178, 37.6302,  5.0438857847,   0.356043154,
2456261.500000000, ,m, 70.10919, 21.37180, 336.8730, 34.3263,  6.0466237513,   1.359193494,
2456261.541666667, ,m, 70.10302, 21.37109, 322.4071, 27.7618,  7.0493617181,   2.362343339,
2456261.583333333,A,m, 70.09688, 21.37038, 310.6291, 18.8423,  8.0520996850,   3.365492057,
2456261.625000000,C,m, 70.09076, 21.36965, 301.0700,  8.3491,  9.0548376520,   4.368639094,
2456261.666666667,*,m, 70.08467, 21.36892, 293.0823, -3.1697, 10.0575756191,   5.371784013,
2456261.708333333,*, , 70.07862, 21.36818, 286.0711,-15.3539, 11.0603135863,   6.374926526,
2456261.750000000,*, , 70.07261, 21.36745, 279.4909,-27.9622, 12.0630515535,   7.378066512,
