Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0), Azi_(a-app), Elev_(a-app), L_Ap_Sid_Time, L_Ap_Hour_Ang,
***********************************************************************************************************************
$$SOE
2456268.125000000,*, , 69.14820, 21.26114,  79.0708,-24.9149, 21.4819531667,  -7.141404937,
2456268.166666667,*, , 69.14220, 21.26049,  72.4300,-12.3829, 22.4846910203,  -6.138268585,
2456268.208333333,*, , 69.13617, 21.25984,  65.2326, -0.3223, 23.4874288735,  -5.135129765,
2456268.250000000,N, , 69.13010, 21.25918,  56.9265, 11.0032,  0.4901667262,  -4.131988442,
2456268.291666667,A, , 69.12399, 21.25852,  46.8959, 21.1954,  1.4929045786,  -3.128844757,
2456268.333333333, , , 69.11786, 21.25785,  34.4970, 29.6517,  2.4956424305,  -2.125699016,
2456268.375000000, , , 69.11171, 21.25717,  19.3725, 35.5395,  3.4983802821,  -1.122551669,
2456268.416666667, , , 69.10555, 21.25648,   2.1171, 37.9683,  4.5011181333,  -0.119403279,
2456268.458333333, ,m, 69.09939, 21.25577, 344.5931, 36.4614,  5.5038559843,   0.883745513,
2456268.500000000, ,m, 69.09324, 21.25506, 328.8557, 31.3235,  6.5065938349,   1.886894038,
2456268.541666667, ,m, 69.08711, 21.25433, 315.8162, 23.3965,  7.5093316853,   2.890041641,
2456268.583333333,A,m, 69.08100, 21.25359, 305.2761, 13.5544,  8.5120695354,   3.893187727,
2456268.625000000,C,m, 69.07493, 21.25284, 296.6168,  2.4563,  9.5148073853,   4.896331799,
2456268.666666667,*,m, 69.06890, 21.25209, 289.2055, -9.4569, 10.5175452350,   5.899473498,
2456268.708333333,*,m, 69.06290, 21.25134, 282.4795,-21.8956, 11.5202830846,   6.902612621,
2456268.750000000,*,m, 69.05694, 21.25060, 275.8725,-34.6575, 12.5230209340,   7.905749139,
2456268.791666667,*,m, 69.05102, 21.24986, 268.5932,-47.5732, 13.5257587833,   8.908883198,
2456268.833333333,*,m, 69.04512, 21.24913, 258.9311,-60.4244, 14.5284966325,   9.912015107,
2456268.875000000,*,m, 69.03924, 21.24841, 240.9442,-72.6198, 15.5312344816,  10.915145318,
2456268.916666667,*,m, 69.03338, 21.24770, 186.9291,-80.4880, 16.5339723307,  11.918274434,
2456268.958333333,*,m, 69.02752, 21.24700, 124.0406,-74.4161, 17.5367101798, -11.078596920,
2456269.000000000,*, , 69.02165, 21.24632, 103.1395,-62.4841, 18.5394480290, -10.075468146,
2456269.041666667,*, , 69.01576, 21.24565,  92.7522,-49.6779, 19.5421858782,  -9.072338534,
2456269.083333333,*, , 69.00985, 21.24499,  85.2463,-36.7540, 20.5449237274,  -8.069207497,
2456269.125000000,*, , 69.00390, 21.24433,  78.5956,-23.9548, 21.5476615769,  -7.066074546,
2456269.166666667,*, , 68.99792, 21.24368,  71.9304,-11.4502, 22.5503994264,  -6.062939329,
2456269.208333333,*, , 68.99190, 21.24303,  64.6684,  0.5668, 23.5531372761,  -5.059801652,
2456269.250000000,N, , 68.98585, 21.24237,  56.2544, 11.8246,  0.5558751261,  -4.056661494,
2456269.291666667,A, , 68.97977, 21.24171,  46.0664, 21.9121,  1.5586129762,  -3.053519010,
2456269.333333333, , , 68.97365, 21.24104,  33.4660, 30.2089,  2.5613508267,  -2.050374518,
2456269.375000000, , , 68.96752, 21.24036,  18.1404, 35.8677,  3.5640886774,  -1.047228476,
2456269.416666667, , , 68.96139, 21.23966,   0.7821, 38.0095,  4.5668265285,  -0.044081457,
2456269.458333333, , , 68.95525, 21.23896, 343.3240, 36.2091,  5.5695643799,   0.959065897,
2456269.500000000, ,m, 68.94912, 21.23824, 327.7711, 30.8279,  6.5723022317,   1.962212917,
2456269.541666667, ,m, 68.94301, 21.23751, 314.9330, 22.7269,  7.5750400839,   2.965358950,
2456269.583333333,A,m, 68.93693, 21.23677, 304.5560, 12.7689,  8.5777779366,   3.968503408,
2456269.625000000,C,m, 68.93088, 21.23602, 296.0107,  1.5952,  9.5805157897,   4.971645806,
2456269.666666667,*,m, 68.92487, 21.23527, 288.6687,-10.3674, 10.5832536434,   5.974785794,
2456269.708333333,*,m, 68.91890, 21.23453, 281.9708,-22.8375, 11.5859914976,   6.977923184,
2456269.750000000,*,m, 68.91297, 21.23378, 275.3435,-35.6174, 12.5887293524,   7.981057961,
2456269.791666667,*,m, 68.90707, 21.23304, 267.9607,-48.5374, 13.5914672078,   8.984190283,
2456269.833333333,*,m, 68.90120, 21.23231, 257.9738,-61.3687, 14.5942050638,   9.987320473,
2456269.875000000,*,m, 68.89535, 21.23159, 238.7220,-73.4494, 15.5969429204,  10.990448990,
2456269.916666667,*,m, 68.88951, 21.23088, 180.5461,-80.5348, 16.5996807778,  11.993576457,
2456269.958333333,*,m, 68.88367, 21.23019, 121.6727,-73.5898, 17.6024186358, -11.003296526,
2456270.000000000,*,m, 68.87783, 21.22951, 102.1938,-61.5295, 18.6051564946, -10.000169332,
2456270.041666667,*, , 68.87196, 21.22884,  92.1505,-48.7013, 19.6078943541,  -8.997041265,
2456270.083333333,*, , 68.86607, 21.22818,  84.7504,-35.7802, 20.6106322145,  -7.993911742,
2456270.125000000,*, , 68.86015, 21.22752,  78.1201,-22.9967, 21.6133700756,  -6.990780284,
2456270.166666667,*, , 68.85419, 21.22687,  71.4275,-10.5205, 22.6161079376,  -5.987646550,
2456270.208333333,*, , 68.84820, 21.22622,  64.0979,  1.4515, 23.6188458005,  -4.984510359,
2456270.250000000,N, , 68.84217, 21.22556,  55.5725, 12.6394,  0.6215836643,  -3.981371703,
2456270.291666667,A, , 68.83610, 21.22490,  45.2234, 22.6188,  1.6243215291,  -2.978230749,
2456270.333333333, , , 68.83002, 21.22423,  32.4192, 30.7512,  2.6270593948,  -1.975087826,
2456270.375000000, , , 68.82391, 21.22355,  16.8960, 36.1759,  3.6297972615,  -0.971943403,
2456270.416666667, , , 68.81780, 21.22286, 359.4462, 38.0281,  4.6325351292,   0.031201942,
2456270.458333333, , , 68.81169, 21.22215, 342.0663, 35.9364,  5.6352729980,   1.034347563,
2456270.500000000, ,m, 68.80559, 21.22143, 326.7023, 30.3170,  6.6380108678,   2.037492789,
2456270.541666667, ,m, 68.79951, 21.22070, 314.0640, 22.0471,  7.6407487388,   3.040636972,
2456270.583333333,A,m, 68.79345, 21.21996, 303.8464, 11.9769,  8.6434866109,   4.043779529,
2456270.625000000,C,m, 68.78744, 21.21922, 295.4115,  0.7299,  9.6462244842,   5.046919983,
2456270.666666667,*,m, 68.78146, 21.21847, 288.1356,-11.2803, 10.6489623587,   6.050057996,
2456270.708333333,*,m, 68.77552, 21.21772, 281.4626,-23.7808, 11.6517002345,   7.053193392,
2456270.750000000,*,m, 68.76961, 21.21698, 274.8104,-36.5776, 12.6544381115,   8.056326168,
2456270.791666667,*,m, 68.76374, 21.21624, 267.3145,-49.5006, 13.6571759898,   9.059456494,
2456270.833333333,*,m, 68.75790, 21.21551, 256.9721,-62.3089, 14.6599138694,  10.062584701,
2456270.875000000,*,m, 68.75208, 21.21479, 236.2980,-74.2577, 15.6626517504,  11.065711261,
2456270.916666667,*,m, 68.74627, 21.21409, 174.1753,-80.4734, 16.6653896328, -11.931163194,
2456270.958333333,*,m, 68.74046, 21.21340, 119.5091,-72.7443, 17.6681275167, -10.928038082,
2456271.000000000,*,m, 68.73464, 21.21272, 101.2911,-60.5722, 18.6708654019,  -9.924912755,
2456271.041666667,*,m, 68.72880, 21.21205,  91.5617,-47.7250, 19.6736032887,  -8.921786529,
2456271.083333333,*, , 68.72294, 21.21139,  84.2582,-34.8077, 20.6763411770,  -7.918658827,
2456271.125000000,*, , 68.71704, 21.21074,  77.6441,-22.0408, 21.6790790668,  -6.915529182,
2456271.166666667,*, , 68.71111, 21.21009,  70.9212, -9.5939, 22.6818169581,  -5.912397264,
2456271.208333333,*, , 68.70515, 21.20943,  63.5209,  2.3315, 23.6845548511,  -4.909262903,
2456271.250000000,N, , 68.69914, 21.20878,  54.8806, 13.4473,  0.6872927457,  -3.906126105,
2456271.291666667,A, , 68.69311, 21.20812,  44.3668, 23.3150,  1.6900306420,  -2.902987050,
2456271.333333333, , , 68.68705, 21.20745,  31.3567, 31.2783,  2.6927685399,  -1.899846076,
2456271.375000000, , , 68.68098, 21.20677,  15.6401, 36.4637,  3.6955064395,  -0.896703663,
2456271.416666667, , , 68.67490, 21.20607, 358.1107, 38.0240,  4.6982443409,   0.106439607,
2456271.458333333, , , 68.66882, 21.20537, 340.8207, 35.6435,  5.7009822439,   1.109583085,
2456271.500000000, , , 68.66275, 21.20465, 325.6496, 29.7912,  6.7037201488,   2.112726103,
2456271.541666667, ,m, 68.65670, 21.20392, 313.2091, 21.3574,  7.7064580555,   3.115868016,
2456271.583333333,A,m, 68.65069, 21.20318, 303.1472, 11.1785,  8.7091959639,   4.119008249,
2456271.625000000,C,m, 68.64471, 21.20244, 294.8190, -0.1393,  9.7119338742,   5.122146337,
2456271.666666667,*,m, 68.63876, 21.20169, 287.6061,-12.1956, 10.7146717863,   6.125281953,
2456271.708333333,*,m, 68.63286, 21.20095, 280.9546,-24.7252, 11.7174097004,   7.128414936,
2456271.750000000,*,m, 68.62699, 21.20020, 274.2728,-37.5379, 12.7201476162,   8.131545295,
2456271.791666667,*,m, 68.62116, 21.19947, 266.6535,-50.4627, 13.7228855340,   9.134673215,
2456271.833333333,*,m, 68.61535, 21.19874, 255.9214,-63.2444, 14.7256234536,  10.137799039,
2456271.875000000,*,m, 68.60957, 21.19803, 233.6464,-75.0411, 15.7283613752,  11.140923247,
2456271.916666667,*,m, 68.60379, 21.19733, 167.9526,-80.3061, 16.7310992987, -11.855953513,
2456271.958333333,*,m, 68.59801, 21.19664, 117.5250,-71.8823, 17.7338372242, -10.852830680,
2456272.000000000,*,m, 68.59223, 21.19596, 100.4273,-59.6128, 18.7365751516,  -9.849707582,
2456272.041666667,*,m, 68.58642, 21.19529,  90.9846,-46.7491, 19.7393130810,  -8.846583548,
2456272.083333333,*,m, 68.58059, 21.19464,  83.7694,-33.8367, 20.7420510123,  -7.843458008,
2456272.125000000,*, , 68.57473, 21.19399,  77.1675,-21.0873, 21.7447889457,  -6.840330504,
2456272.166666667,*, , 68.56883, 21.19334,  70.4111, -8.6708, 22.7475268810,  -5.837200717,
2456272.208333333,*, , 68.56289, 21.19269,  62.9372,  3.2066, 23.7502648183,  -4.834068493,
2456272.250000000,N, , 68.55692, 21.19204,  54.1785, 14.2479,  0.7530027577,  -3.830933849,
2456272.291666667,A, , 68.55092, 21.19138,  43.4963, 24.0005,  1.7557406990,  -2.827796979,
2456272.333333333, , , 68.54490, 21.19071,  30.2788, 31.7896,  2.7584786423,  -1.824658233,
2456272.375000000, , , 68.53886, 21.19003,  14.3735, 36.7309,  3.7612165876,  -0.821518099,
2456272.416666667, , , 68.53281, 21.18934, 356.7767, 37.9973,  4.7639545350,   0.181622834,
2456272.458333333, , , 68.52677, 21.18863, 339.5878, 35.3309,  5.7666924843,   1.184763913,
2456272.500000000, , , 68.52074, 21.18791, 324.6130, 29.2511,  6.7694304357,   2.187904470,
2456272.541666667, , , 68.51473, 21.18719, 312.3682, 20.6582,  7.7721683890,   3.191043864,
2456272.583333333,A,m, 68.50875, 21.18645, 302.4581, 10.3742,  8.7749063444,   4.194181526,
2456272.625000000,C,m, 68.50281, 21.18571, 294.2331, -1.0122,  9.7776443017,   5.197317000,
2456272.666666667,*,m, 68.49691, 21.18496, 287.0800,-13.1129, 10.7803822611,   6.200449971,
2456272.708333333,*,m, 68.49104, 21.18422, 280.4467,-25.6706, 11.7831202224,   7.203580289,
2456272.750000000,*,m, 68.48522, 21.18348, 273.7304,-38.4983, 12.7858581857,   8.206707976,
2456272.791666667,*,m, 68.47942, 21.18275, 265.9766,-51.4234, 13.7885961510,   9.209833228,
2456272.833333333,*,m, 68.47366, 21.18202, 254.8165,-64.1746, 14.7913341182,  10.212956400,
2456272.875000000,*,m, 68.46791, 21.18131, 230.7386,-75.7956, 15.7940720874,  11.216077980,
2456272.916666667,*,m, 68.46217, 21.18062, 161.9948,-80.0385, 16.7968100584, -11.780801372,
2456272.958333333,*,m, 68.45643, 21.17993, 115.6988,-71.0065, 17.7995480314, -10.777681114,
2456273.000000000,*,m, 68.45068, 21.17926,  99.5988,-58.6516, 18.8022860064,  -9.774560553,
2456273.041666667,*,m, 68.44492, 21.17859,  90.4184,-45.7738, 19.8050239831,  -8.771439029,
2456273.083333333,*,m, 68.43912, 21.17794,  83.2836,-32.8673, 20.8077619618,  -7.768315980,
2456273.125000000,*,m, 68.43330, 21.17729,  76.6899,-20.1362, 21.8104999423,  -6.765190958,
2456273.166666667,*, , 68.42743, 21.17665,  69.8973, -7.7512, 22.8132379246,  -5.762063654,
2456273.208333333,*, , 68.42154, 21.17600,  62.3467,  4.0766, 23.8159759088,  -4.758933927,
2456273.250000000,N, , 68.41561, 21.17535,  53.4660, 15.0409,  0.8187138947,  -3.755801807,
2456273.291666667,A, , 68.40964, 21.17469,  42.6117, 24.6747,  1.8214518824,  -2.752667498,
2456273.333333333, , , 68.40366, 21.17402,  29.1856, 32.2848,  2.8241898719,  -1.749531361,
2456273.375000000, , , 68.39766, 21.17335,  13.0969, 36.9770,  3.8269278630,  -0.746393892,
2456273.416666667, , , 68.39165, 21.17266, 355.4454, 37.9481,  4.8296658558,   0.256744314,
2456273.458333333, , , 68.38565, 21.17195, 338.3685, 34.9990,  5.8324038503,   1.259882606,
2456273.500000000, , , 68.37967, 21.17124, 323.5927, 28.6970,  6.8351418465,   2.263020314,
2456273.541666667, , , 68.37370, 21.17051, 311.5409, 19.9499,  7.8378798442,   3.266156805,
2456273.583333333,A, , 68.36777, 21.16978, 301.7790,  9.5642,  8.8406178435,   4.269291517,
2456273.625000000,C,m, 68.36187, 21.16904, 293.6536, -1.8884,  9.8433558443,   5.272424005,
2456273.666666667,*,m, 68.35601, 21.16830, 286.5572,-14.0322, 10.8460938467,   6.275553966,
2456273.708333333,*,m, 68.35019, 21.16756, 279.9386,-26.6168, 11.8488318505,   7.278681263,
2456273.750000000,*,m, 68.34441, 21.16682, 273.1826,-39.4585, 12.8515698558,   8.281805932,
2456273.791666667,*,m, 68.33866, 21.16609, 265.2825,-52.3825, 13.8543078624,   9.284928182,
2456273.833333333,*,m, 68.33294, 21.16537, 253.6519,-65.0989, 14.8570458705,  10.288048377,
2456273.875000000,*,m, 68.32724, 21.16467, 227.5446,-76.5163, 15.8597838798,  11.291167016,
2456273.916666667,*,m, 68.32154, 21.16397, 156.3885,-79.6786, 16.8625218905, -11.705715235,
2456273.958333333,*,m, 68.31585, 21.16329, 114.0116,-70.1189, 17.8652599024, -10.702597843,
2456274.000000000,*,m, 68.31014, 21.16262,  98.8025,-57.6891, 18.8679979155,  -9.699480104,
2456274.041666667,*,m, 68.30442, 21.16196,  89.8623,-44.7993, 19.8707359297,  -8.696361366,
2456274.083333333,*,m, 68.29866, 21.16131,  82.8005,-31.8997, 20.8734739451,  -7.693241078,
2456274.125000000,*,m, 68.29288, 21.16067,  76.2114,-19.1878, 21.8762119616,  -6.690118800,
2456274.166666667,*,m, 68.28706, 21.16002,  69.3795, -6.8354, 22.8789499792,  -5.686994239,
2456274.208333333,*, , 68.28120, 21.15938,  61.7491,  4.9412, 23.8816879977,  -4.683867264,
2456274.250000000,N, , 68.27531, 21.15873,  52.7430, 15.8261,  0.8844260172,  -3.680737922,
2456274.291666667,A, , 68.26939, 21.15808,  41.7131, 25.3373,  1.8871640376,  -2.677606428,
2456274.333333333, , , 68.26345, 21.15741,  28.0773, 32.7633,  2.8899020588,  -1.674473155,
2456274.375000000, , , 68.25750, 21.15674,  11.8114, 37.2019,  3.8926400809,  -0.671338609,
2456274.416666667, , , 68.25154, 21.15605, 354.1179, 37.8764,  4.8953781037,   0.331796612,
2456274.458333333, , , 68.24558, 21.15535, 337.1632, 34.6482,  5.8981161273,   1.334931850,
2456274.500000000, , , 68.23964, 21.15464, 322.5887, 28.1295,  6.9008541515,   2.338066440,
2456274.541666667, , , 68.23373, 21.15391, 310.7272, 19.2329,  7.9035921764,   3.341199751,
2456274.583333333,A, , 68.22784, 21.15318, 301.1095,  8.7488,  8.9063302019,   4.344331228,
2456274.625000000,C, , 68.22199, 21.15245, 293.0803, -2.7679,  9.9090682279,   5.347460437,
2456274.666666667,*,m, 68.21619, 21.15171, 286.0374,-14.9532, 10.9118062543,   6.350587087,
2456274.708333333,*,m, 68.21042, 21.15097, 279.4301,-27.5636, 11.9145442812,   7.353711052,
2456274.750000000,*,m, 68.20468, 21.15024, 272.6291,-40.4183, 12.9172823085,   8.356832383,
2456274.791666667,*,m, 68.19899, 21.14952, 264.5696,-53.3396, 13.9200203362,   9.359951301,
2456274.833333333,*,m, 68.19331, 21.14880, 252.4211,-66.0165, 14.9227583641,  10.363068180,
2456274.875000000,*,m, 68.18766, 21.14810, 224.0329,-77.1976, 15.9254963923,  11.366183529,
2456274.916666667,*,m, 68.18201, 21.14741, 151.1859,-79.2360, 16.9282344207, -11.630701978,
2456274.958333333,*,m, 68.17636, 21.14674, 112.4470,-69.2214, 17.9309724491, -10.627587818,
2456275.000000000,*,m, 68.17071, 21.14607,  98.0355,-56.7256, 18.9337104778,  -9.624473272,
2456275.041666667,*,m, 68.16503, 21.14542,  89.3154,-43.8258, 19.9364485064,  -8.621357700,
2456275.083333333,*,m, 68.15932, 21.14477,  82.3198,-30.9341, 20.9391865350,  -7.618240556,
2456275.125000000,*,m, 68.15358, 21.14413,  75.7315,-18.2422, 21.9419245636,  -6.615121411,
2456275.166666667,*,m, 68.14781, 21.14349,  68.8575, -5.9236, 22.9446625920,  -5.611999981,
2456275.208333333,*,m, 68.14200, 21.14285,  61.1443,  5.8002, 23.9474006203,  -4.608876150,
2456275.250000000,N, , 68.13616, 21.14221,  52.0091, 16.6032,  0.9501386484,  -3.605749974,
2456275.291666667,A, , 68.13029, 21.14156,  40.8003, 25.9879,  1.9528766763,  -2.602621681,
2456275.333333333, , , 68.12440, 21.14090,  26.9543, 33.2248,  2.9556147039,  -1.599491654,
2456275.375000000, , , 68.11849, 21.14022,  10.5178, 37.4052,  3.9583527311,  -0.596360404,
2456275.416666667, , , 68.11258, 21.13954, 352.7953, 37.7825,  4.9610907579,   0.406771464,
2456275.458333333, , , 68.10668, 21.13884, 335.9726, 34.2790,  5.9638287842,   1.409903294,
2456275.500000000, , , 68.10079, 21.13813, 321.6009, 27.5491,  6.9665668101,   2.413034420,
2456275.541666667, , , 68.09493, 21.13741, 309.9267, 18.5075,  7.9693048354,   3.416164217,
2456275.583333333,A, , 68.08910, 21.13669, 300.4495,  7.9283,  8.9720428601,   4.419292141,
2456275.625000000,C, , 68.08330, 21.13596, 292.5130, -3.6504,  9.9747808843,   5.422417764,
2456275.666666667,*, , 68.07755, 21.13522, 285.5205,-15.8758, 10.9775189077,   6.425540810,
2456275.708333333,*,m, 68.07184, 21.13449, 278.9210,-28.5110, 11.9802569304,   7.428661166,
2456275.750000000,*,m, 68.06616, 21.13376, 272.0692,-41.3775, 12.9829949524,   8.431778895,
2456275.791666667,*,m, 68.06051, 21.13305, 263.8366,-54.2945, 13.9857329735,   9.434894228,
2456275.833333333,*,m, 68.05489, 21.13234, 251.1167,-66.9265, 14.9884709939,  10.438007550,
2456275.875000000,*,m, 68.04929, 21.13164, 220.1737,-77.8329, 15.9912090133,  11.441119379,
2456275.916666667,*,m, 68.04370, 21.13096, 146.4080,-78.7208, 16.9939470317, -11.555769608,
2456275.958333333,*,m, 68.03810, 21.13028, 110.9910,-68.3153, 17.9966850493, -10.552658892,
2456276.000000000,*,m, 68.03249, 21.12963,  97.2952,-55.7614, 18.9994230658,  -9.549547750,
2456276.041666667,*,m, 68.02686, 21.12898,  88.7770,-42.8535, 20.0021610812,  -8.546435550,
2456276.083333333,*,m, 68.02121, 21.12834,  81.8411,-29.9706, 21.0048990956,  -7.543321756,
2456276.125000000,*,m, 68.01552, 21.12770,  75.2502,-17.2997, 22.0076371089,  -6.540205949,
2456276.166666667,*,m, 68.00980, 21.12707,  68.3312, -5.0159, 23.0103751210,  -5.537087860,
2456276.208333333,*,m, 68.00404, 21.12643,  60.5320,  6.6533,  0.0131131319,  -4.533967383,
2456276.250000000,C,m, 67.99825, 21.12579,  51.2642, 17.3718,  1.0158511416,  -3.530844591,
2456276.291666667,A, , 67.99243, 21.12514,  39.8731, 26.6261,  2.0185891500,  -2.527719723,
2456276.333333333, , , 67.98659, 21.12449,  25.8168, 33.6688,  3.0213271571,  -1.524593173,
2456276.375000000, , , 67.98074, 21.12382,   9.2170, 37.5867,  4.0240651629,  -0.521465460,
2456276.416666667, , , 67.97488, 21.12314, 351.4787, 37.6665,  5.0268031674,   0.481662806,
2456276.458333333, , , 67.96904, 21.12244, 334.7972, 33.8917,  6.0295411705,   1.484790966,
2456276.500000000, , , 67.96321, 21.12174, 320.6293, 26.9561,  7.0322791721,   2.487918358,
2456276.541666667, , , 67.95740, 21.12102, 309.1394, 17.7742,  8.0350171723,   3.491044362,
2456276.583333333,A, , 67.95163, 21.12030, 299.7987,  7.1030,  9.0377551711,   4.494168441,
2456276.625000000,C, , 67.94589, 21.11958, 291.9515, -4.5356, 10.0404931683,   5.497290180,
2456276.666666667,*, , 67.94020, 21.11885, 285.0062,-16.7997, 11.0432311640,   6.500409313,
2456276.708333333,*, , 67.93454, 21.11812, 278.4111,-29.4587, 12.0459691582,   7.503525742,
2456276.750000000,*,m, 67.92892, 21.11740, 271.5024,-42.3361, 13.0487071508,   8.506639542,
2456276.791666667,*,m, 67.92334, 21.11669, 263.0815,-55.2470, 14.0514451418,   9.509750958,
2456276.833333333,*,m, 67.91778, 21.11598, 249.7305,-67.8279, 15.0541831311,  10.512860385,
2456276.875000000,*,m, 67.91223, 21.11529, 215.9410,-78.4149, 16.0569211189,  11.515968352,
2456276.916666667,*,m, 67.90669, 21.11462, 142.0515,-78.1427, 17.0596591050, -11.480924463,
2456276.958333333,*,m, 67.90115, 21.11395, 109.6312,-67.4021, 18.0623970894, -10.477817541,
2456277.000000000,*,m, 67.89560, 21.11330,  96.5795,-54.7970, 19.0651350721,  -9.474710153,
2456277.041666667,*,m, 67.89003, 21.11265,  88.2465,-41.8826, 20.0678730531,  -8.471601677,
2456277.083333333,*,m, 67.88443, 21.11202,  81.3643,-29.0094, 21.0706110324,  -7.468491582,
2456277.125000000,*,m, 67.87880, 21.11139,  74.7673,-16.3603, 22.0733490099,  -6.465379461,
2456277.166666667,*,m, 67.87313, 21.11076,  67.8004, -4.1125, 23.0760869857,  -5.462265055,
2456277.208333333,*,m, 67.86743, 21.11013,  59.9122,  7.5004,  0.0788249597,  -4.459148272,
2456277.250000000,C,m, 67.86169, 21.10950,  50.5081, 18.1316,  1.0815629320,  -3.456029197,
2456277.291666667,A,m, 67.85593, 21.10885,  38.9316, 27.2515,  2.0843009024,  -2.452908080,
2456277.333333333, , , 67.85015, 21.10820,  24.6652, 34.0950,  3.0870388711,  -1.449785325,
2456277.375000000, , , 67.84436, 21.10754,   7.9103, 37.7463,  4.0897768379,  -0.446661458,
2456277.416666667, , , 67.83856, 21.10686, 350.1693, 37.5286,  5.0925148029,   0.556462905,
2456277.458333333, , , 67.83277, 21.10617, 333.6373, 33.4869,  6.0952527661,   1.559587105,
2456277.500000000, , , 67.82700, 21.10547, 319.6739, 26.3511,  7.0979907275,   2.562710482,
2456277.541666667, , , 67.82126, 21.10476, 308.3650, 17.0333,  8.1007286870,   3.565832421,
2456277.583333333,A, , 67.81555, 21.10405, 299.1570,  6.2731,  9.1034666447,   4.568952392,
2456277.625000000,C, , 67.80988, 21.10332, 291.3957, -5.4234, 10.1062046006,   5.572069990,
2456277.666666667,*, , 67.80424, 21.10260, 284.4945,-17.7249, 11.1089425546,   6.575184962,
2456277.708333333,*, , 67.79865, 21.10188, 277.8999,-30.4065, 12.1116805068,   7.578297221,
2456277.750000000,*, , 67.79309, 21.10117, 270.9283,-43.2937, 13.1144184572,   8.581406854,
2456277.791666667,*,m, 67.78757, 21.10046, 262.3026,-56.1968, 14.1171564057,   9.584514117,
2456277.833333333,*,m, 67.78207, 21.09976, 248.2530,-68.7197, 15.1198943524,  10.587619415,
2456277.875000000,*,m, 67.77659, 21.09908, 211.3178,-78.9353, 16.1226322972,  11.590723285,
2456277.916666667,*,m, 67.77111, 21.09841, 138.0964,-77.5109, 17.1253702403, -11.406173599,
2456277.958333333,*,m, 67.76563, 21.09775, 108.3570,-66.4829, 18.1281081815, -10.403070713,
2456278.000000000,*,m, 67.76014, 21.09711,  95.8861,-53.8324, 19.1308461209,  -9.399967329,
2456278.041666667,*,m, 67.75463, 21.09647,  87.7233,-40.9132, 20.1335840585,  -8.396862832,
2456278.083333333,*,m, 67.74909, 21.09584,  80.8890,-28.0506, 21.1363219943,  -7.393756703,
2456278.125000000,*,m, 67.74351, 21.09522,  74.2826,-15.4242, 22.1390599283,  -6.390648544,
2456278.166666667,*,m, 67.73790, 21.09459,  67.2650, -3.2137, 23.1417978605,  -5.387538109,
2456278.208333333,*,m, 67.73226, 21.09397,  59.2846,  8.3411,  0.1445357910,  -4.384425320,
2456278.250000000,C,m, 67.72659, 21.09334,  49.7407, 18.8823,  1.1472737197,  -3.381310272,
2456278.291666667,A,m, 67.72089, 21.09270,  37.9756, 27.8638,  2.1500116467,  -2.378193230,
2456278.333333333, ,m, 67.71517, 21.09206,  23.5000, 34.5029,  3.1527495719,  -1.375074605,
2456278.375000000, , , 67.70944, 21.09140,   6.5985, 37.8838,  4.1554874954,  -0.371954932,
2456278.416666667, , , 67.70371, 21.09073, 348.8680, 37.3691,  5.1582254172,   0.631165173,
2456278.458333333, , , 67.69799, 21.09004, 332.4933, 33.0651,  6.1609633373,   1.634285047,
2456278.500000000, , , 67.69228, 21.08935, 318.7345, 25.7345,  7.1637012557,   2.637404035,
2456278.541666667, , , 67.68661, 21.08865, 307.6032, 16.2851,  8.1664391725,   3.640521527,
2456278.583333333,A, , 67.68096, 21.08794, 298.5241,  5.4389,  9.1691770876,   4.643637004,
2456278.625000000,C, , 67.67536, 21.08722, 290.8453, -6.3136, 10.1719150011,   5.646750074,
2456278.666666667,*, , 67.66979, 21.08651, 283.9851,-18.6511, 11.1746529130,   6.649860494,
2456278.708333333,*, , 67.66427, 21.08579, 277.3874,-31.3543, 12.1773908233,   7.652968192,
2456278.750000000,*, , 67.65878, 21.08509, 270.3461,-44.2503, 13.1801287320,   8.656073269,
2456278.791666667,*, , 67.65332, 21.08439, 261.4978,-57.1434, 14.1828666392,   9.659175994,
2456278.833333333,*,m, 67.64789, 21.08370, 246.6736,-69.6006, 15.1856045448,  10.662276779,
2456278.875000000,*,m, 67.64248, 21.08302, 206.3019,-79.3853, 16.1883424489,  11.665376178,
2456278.916666667,*,m, 67.63707, 21.08236, 134.5131,-76.8334, 17.1910803514, -11.331525145,
2456278.958333333,*,m, 67.63165, 21.08171, 107.1593,-65.5586, 18.1938182526, -10.328426654,
2456279.000000000,*,m, 67.62623, 21.08107,  95.2134,-52.8682, 19.1965561522,  -9.325327624,
2456279.041666667,*,m, 67.62078, 21.08044,  87.2068,-39.9456, 20.1992940504,  -8.322227449,
2456279.083333333,*,m, 67.61530, 21.07982,  80.4150,-27.0944, 21.2020319471,  -7.319125616,
2456279.125000000,*,m, 67.60979, 21.07920,  73.7960,-14.4917, 22.2047698425,  -6.316021739,
2456279.166666667,*,m, 67.60425, 21.07859,  66.7248, -2.3196, 23.2075077365,  -5.312915583,
2456279.208333333,*,m, 67.59867, 21.07797,  58.6490,  9.1753,  0.2102456290,  -4.309807083,
2456279.250000000,C,m, 67.59306, 21.07735,  48.9617, 19.6236,  1.2129835203,  -3.306696348,
